Date,Sensor ID,Location,Latitude,Longitude,CO2,PM2.5,PM10,O3,NO2,AQI,AQI Level,Temperature,Humidity,Soil Moisture,Soil Moisture Category,pH,Turbidity
2026-03-24,SN-020,Davao del Sur,7.27648,125.39227,2433.5,191.35,12.65,51.93,145.58,100,Moderate,21.99,49.38,46.06,Wet,7.69,98.44
2026-03-25,SN-001,Batangas,13.77241,121.02809,4534.18,216.89,82.05,97.9,139.17,134,Unhealthy for Sensitive Groups,30.21,78.5,47.64,Wet,7.2,1.23
2026-03-25,SN-002,Metro Manila,14.56538,120.92161,3593.65,136.02,0.37,54.0,76.81,66,Moderate,33.3,45.98,5.61,Dry,6.01,7.49
2026-03-25,SN-003,Pampanga,15.1761,120.59747,2521.61,131.56,87.17,88.12,97.68,101,Unhealthy for Sensitive Groups,30.48,90.26,6.36,Dry,7.52,37.45
2026-03-25,SN-004,Bulacan,14.84333,120.84052,876.36,78.72,271.86,155.51,50.1,139,Unhealthy for Sensitive Groups,26.54,56.23,46.16,Wet,6.12,70.38
2026-03-25,SN-005,Pampanga,15.16884,120.55406,4398.51,249.81,177.59,47.63,108.32,145,Unhealthy for Sensitive Groups,34.49,48.47,56.79,Wet,6.75,54.6
2026-03-25,SN-006,Pampanga,15.15867,120.53867,2210.76,150.57,256.85,194.41,146.54,187,Unhealthy,31.22,92.52,58.93,Wet,6.77,61.01
2026-03-25,SN-007,Pampanga,15.16475,120.66711,4797.78,26.55,270.74,164.2,119.84,145,Unhealthy for Sensitive Groups,36.97,55.22,21.35,Optimal,6.39,80.63
2026-03-25,SN-008,Leyte,11.04576,124.75037,2351.06,86.09,244.31,107.97,76.92,128,Unhealthy for Sensitive Groups,30.43,72.89,50.34,Wet,7.53,64.67
2026-03-25,SN-009,Leyte,10.9368,124.89435,3229.8,1.84,269.56,150.03,90.59,128,Unhealthy for Sensitive Groups,28.03,95.6,45.41,Wet,8.48,8.02
2026-03-25,SN-010,Cebu,10.28412,123.80402,4537.16,25.37,13.93,139.37,90.5,67,Moderate,37.58,56.31,19.15,Dry,6.23,44.12
2026-03-25,SN-011,Iloilo,10.63519,122.61273,3799.89,137.85,150.72,2.81,9.99,75,Moderate,34.72,67.12,49.44,Wet,6.73,1.39
2026-03-25,SN-012,Cebu,10.34147,123.88109,4074.11,12.1,283.98,31.13,67.5,98,Moderate,24.4,81.96,36.07,Optimal,8.11,4.71
2026-03-25,SN-013,Leyte,11.04218,124.81838,4995.76,124.56,274.2,115.27,38.41,138,Unhealthy for Sensitive Groups,33.37,90.61,45.2,Wet,7.57,38.9
2026-03-25,SN-014,Iloilo,10.65425,122.63047,2956.03,183.96,228.64,153.22,0.09,141,Unhealthy for Sensitive Groups,21.8,94.19,16.79,Dry,8.43,78.18
2026-03-25,SN-015,Misamis Oriental,8.42668,124.57912,1146.94,54.39,272.84,115.3,32.61,118,Unhealthy for Sensitive Groups,20.83,83.83,11.76,Dry,6.42,52.38
2026-03-25,SN-016,Davao del Sur,7.15227,125.47642,1506.88,175.73,120.15,58.19,6.92,90,Moderate,32.51,42.26,44.63,Wet,8.02,73.6
2026-03-25,SN-017,Zamboanga del Sur,7.86636,123.42655,3426.15,85.24,171.54,146.8,145.37,137,Unhealthy for Sensitive Groups,22.59,68.47,43.64,Wet,6.41,72.08
2026-03-25,SN-018,Misamis Oriental,8.50377,124.61878,1773.01,226.34,272.63,135.73,19.45,163,Unhealthy,28.77,44.6,5.39,Dry,7.69,27.01
2026-03-25,SN-019,Davao del Sur,7.28627,125.36913,1493.13,228.98,269.48,22.76,108.09,157,Unhealthy,24.23,79.71,22.27,Optimal,7.17,35.04
2026-03-25,SN-020,Davao del Sur,7.27648,125.39227,3549.78,215.85,144.79,71.66,20.06,113,Unhealthy for Sensitive Groups,21.15,82.54,37.06,Optimal,7.21,65.17
2026-03-26,SN-001,Batangas,13.77241,121.02809,1099.42,120.63,190.93,153.23,6.4,117,Unhealthy for Sensitive Groups,26.97,61.73,22.68,Optimal,7.53,27.48
2026-03-26,SN-002,Metro Manila,14.56538,120.92161,3424.11,193.11,96.11,2.68,120.88,103,Unhealthy for Sensitive Groups,32.48,83.18,30.67,Optimal,7.82,13.15
2026-03-26,SN-003,Pampanga,15.1761,120.59747,1336.83,115.76,129.33,21.6,131.37,99,Moderate,32.88,80.46,48.56,Wet,7.6,32.67
2026-03-26,SN-004,Bulacan,14.84333,120.84052,3314.32,124.5,90.9,121.82,139.27,119,Unhealthy for Sensitive Groups,35.81,82.28,35.18,Optimal,6.68,41.24
2026-03-26,SN-005,Pampanga,15.16884,120.55406,2857.43,226.87,231.78,138.09,76.68,168,Unhealthy,27.26,50.57,34.46,Optimal,8.34,57.47
2026-03-26,SN-006,Pampanga,15.15867,120.53867,1345.29,245.69,160.86,171.68,65.2,160,Unhealthy,35.38,88.89,26.37,Optimal,6.36,98.59
2026-03-26,SN-007,Pampanga,15.16475,120.66711,4583.18,202.52,75.79,37.49,143.43,114,Unhealthy for Sensitive Groups,25.17,72.82,12.35,Dry,6.99,46.61
2026-03-26,SN-008,Leyte,11.04576,124.75037,3983.88,165.18,71.47,130.44,149.07,129,Unhealthy for Sensitive Groups,20.57,47.09,7.83,Dry,8.22,30.59
2026-03-26,SN-009,Leyte,10.9368,124.89435,3649.09,161.76,42.71,107.46,103.71,103,Unhealthy for Sensitive Groups,33.16,79.28,28.49,Optimal,6.22,32.22
2026-03-26,SN-010,Cebu,10.28412,123.80402,2071.36,47.68,222.01,61.74,144.55,118,Unhealthy for Sensitive Groups,20.62,62.37,36.59,Optimal,6.59,42.0
2026-03-26,SN-011,Iloilo,10.63519,122.61273,2187.67,149.18,255.66,98.87,104.94,152,Unhealthy,30.31,60.28,55.37,Wet,6.82,18.32
2026-03-26,SN-012,Cebu,10.34147,123.88109,2476.86,135.35,117.67,190.7,23.33,116,Unhealthy for Sensitive Groups,34.63,60.28,39.21,Optimal,6.41,31.73
2026-03-26,SN-013,Leyte,11.04218,124.81838,4017.69,105.11,26.83,88.44,94.59,78,Moderate,36.39,50.14,41.05,Wet,8.1,77.7
2026-03-26,SN-014,Iloilo,10.65425,122.63047,650.45,12.0,196.27,78.96,47.71,83,Moderate,26.96,80.02,59.08,Wet,7.47,24.97
2026-03-26,SN-015,Misamis Oriental,8.42668,124.57912,4127.48,42.26,69.81,68.82,126.93,76,Moderate,32.65,48.79,50.44,Wet,6.27,64.16
2026-03-26,SN-016,Davao del Sur,7.15227,125.47642,2660.76,212.82,288.8,92.36,88.79,170,Unhealthy,23.41,85.39,52.53,Wet,7.93,94.02
2026-03-26,SN-017,Zamboanga del Sur,7.86636,123.42655,4670.42,155.69,48.05,60.69,22.68,71,Moderate,27.69,48.04,53.52,Wet,7.99,31.17
2026-03-26,SN-018,Misamis Oriental,8.50377,124.61878,717.71,200.15,191.1,143.58,107.35,160,Unhealthy,20.21,79.71,7.76,Dry,6.84,69.83
2026-03-26,SN-019,Davao del Sur,7.28627,125.36913,3548.39,221.58,42.25,127.98,45.53,109,Unhealthy for Sensitive Groups,36.78,96.52,54.76,Wet,7.35,40.3
2026-03-26,SN-020,Davao del Sur,7.27648,125.39227,761.01,56.4,230.41,72.79,66.94,106,Unhealthy for Sensitive Groups,28.82,63.91,49.31,Wet,7.63,85.6
2026-03-27,SN-001,Batangas,13.77241,121.02809,3557.63,137.49,39.81,188.9,4.24,92,Moderate,37.93,66.71,47.93,Wet,7.32,98.13
2026-03-27,SN-002,Metro Manila,14.56538,120.92161,4848.61,128.78,44.03,112.3,129.62,103,Unhealthy for Sensitive Groups,35.25,63.9,14.23,Dry,8.42,50.26
2026-03-27,SN-003,Pampanga,15.1761,120.59747,4162.21,178.81,167.97,124.44,92.67,140,Unhealthy for Sensitive Groups,20.99,40.56,10.78,Dry,6.15,94.05
2026-03-27,SN-004,Bulacan,14.84333,120.84052,4429.06,41.15,96.63,51.41,93.76,70,Moderate,21.08,45.11,32.24,Optimal,6.85,38.69
2026-03-27,SN-005,Pampanga,15.16884,120.55406,469.68,78.61,33.49,196.88,6.76,78,Moderate,36.3,60.17,27.82,Optimal,6.16,88.11
2026-03-27,SN-006,Pampanga,15.15867,120.53867,1608.06,40.08,72.38,118.0,53.61,71,Moderate,38.5,97.92,58.94,Wet,7.8,41.86
2026-03-27,SN-007,Pampanga,15.16475,120.66711,3656.26,63.15,173.68,193.95,7.69,109,Unhealthy for Sensitive Groups,21.23,71.38,51.83,Wet,6.76,34.34
2026-03-27,SN-008,Leyte,11.04576,124.75037,1089.26,235.21,145.51,10.62,91.68,120,Unhealthy for Sensitive Groups,26.88,75.58,58.12,Wet,6.22,59.46
2026-03-27,SN-009,Leyte,10.9368,124.89435,2987.59,40.37,107.12,128.71,31.41,76,Moderate,34.76,49.8,36.7,Optimal,6.6,5.66
2026-03-27,SN-010,Cebu,10.28412,123.80402,4257.54,123.33,187.75,151.1,53.11,128,Unhealthy for Sensitive Groups,32.53,47.05,53.15,Wet,6.07,54.07
2026-03-27,SN-011,Iloilo,10.63519,122.61273,513.47,226.6,263.52,44.81,108.29,160,Unhealthy,24.62,73.09,18.57,Dry,6.56,63.01
2026-03-27,SN-012,Cebu,10.34147,123.88109,4371.62,4.9,274.92,77.35,30.89,97,Moderate,26.5,97.4,47.87,Wet,7.87,67.2
2026-03-27,SN-013,Leyte,11.04218,124.81838,4739.16,156.31,97.91,58.14,43.05,88,Moderate,21.69,77.23,10.91,Dry,6.76,15.7
2026-03-27,SN-014,Iloilo,10.65425,122.63047,828.68,168.58,94.61,26.48,33.63,80,Moderate,33.66,78.79,10.27,Dry,6.4,98.06
2026-03-27,SN-015,Misamis Oriental,8.42668,124.57912,3235.63,18.69,115.97,172.74,130.73,109,Unhealthy for Sensitive Groups,28.11,54.76,43.9,Wet,6.55,11.31
2026-03-27,SN-016,Davao del Sur,7.15227,125.47642,4948.31,38.92,242.19,0.68,51.21,83,Moderate,39.63,84.21,30.16,Optimal,7.46,59.38
2026-03-27,SN-017,Zamboanga del Sur,7.86636,123.42655,3632.27,42.87,193.18,121.32,48.66,101,Unhealthy for Sensitive Groups,31.0,66.59,37.6,Optimal,7.66,20.43
2026-03-27,SN-018,Misamis Oriental,8.50377,124.61878,3119.74,231.81,57.38,28.53,67.98,96,Moderate,21.5,80.2,39.25,Optimal,7.17,42.61
2026-03-27,SN-019,Davao del Sur,7.28627,125.36913,4226.61,174.55,285.31,162.28,1.25,155,Unhealthy,22.92,86.96,41.94,Wet,7.51,61.38
2026-03-27,SN-020,Davao del Sur,7.27648,125.39227,948.94,74.15,58.88,127.95,13.41,68,Moderate,21.72,52.1,36.02,Optimal,6.5,73.48
2026-03-28,SN-001,Batangas,13.77241,121.02809,3131.81,240.98,43.83,108.21,50.67,110,Unhealthy for Sensitive Groups,20.05,97.87,23.52,Optimal,8.34,90.49
2026-03-28,SN-002,Metro Manila,14.56538,120.92161,2921.84,22.38,192.66,65.48,56.47,84,Moderate,20.7,57.1,59.06,Wet,7.42,81.23
2026-03-28,SN-003,Pampanga,15.1761,120.59747,1265.75,200.39,76.42,161.7,87.63,131,Unhealthy for Sensitive Groups,20.21,66.06,59.66,Wet,7.78,80.45
2026-03-28,SN-004,Bulacan,14.84333,120.84052,1144.75,143.33,254.52,180.81,76.21,163,Unhealthy,37.37,50.33,9.31,Dry,8.35,94.87
2026-03-28,SN-005,Pampanga,15.16884,120.55406,3574.44,152.9,111.14,124.02,46.88,108,Unhealthy for Sensitive Groups,34.25,80.76,56.98,Wet,6.64,84.24
2026-03-28,SN-006,Pampanga,15.15867,120.53867,4696.83,152.6,291.98,167.03,32.63,161,Unhealthy,34.78,85.0,24.96,Optimal,6.47,92.48
2026-03-28,SN-007,Pampanga,15.16475,120.66711,1527.99,231.69,173.15,135.5,70.66,152,Unhealthy,21.76,68.95,50.35,Wet,7.99,57.42
2026-03-28,SN-008,Leyte,11.04576,124.75037,642.5,163.31,54.49,145.09,47.27,102,Unhealthy for Sensitive Groups,35.64,52.69,38.75,Optimal,6.81,22.41
2026-03-28,SN-009,Leyte,10.9368,124.89435,3726.8,204.6,126.05,108.41,143.35,145,Unhealthy for Sensitive Groups,21.45,82.79,43.29,Wet,7.67,93.66
2026-03-28,SN-010,Cebu,10.28412,123.80402,2943.84,45.11,289.88,143.02,85.64,140,Unhealthy for Sensitive Groups,22.63,93.54,18.19,Dry,8.44,17.5
2026-03-28,SN-011,Iloilo,10.63519,122.61273,4404.68,8.29,299.87,13.28,51.86,93,Moderate,35.35,51.49,20.86,Optimal,8.24,73.67
2026-03-28,SN-012,Cebu,10.34147,123.88109,800.54,179.13,227.4,173.0,106.75,171,Unhealthy,31.59,86.91,43.25,Wet,7.84,9.62
2026-03-28,SN-013,Leyte,11.04218,124.81838,436.53,179.54,94.36,181.61,116.73,143,Unhealthy for Sensitive Groups,37.13,65.67,44.83,Wet,6.59,88.29
2026-03-28,SN-014,Iloilo,10.65425,122.63047,986.54,167.01,246.21,177.77,91.05,170,Unhealthy,29.99,51.62,43.47,Wet,6.44,57.47
2026-03-28,SN-015,Misamis Oriental,8.42668,124.57912,623.76,157.22,202.4,97.88,91.52,137,Unhealthy for Sensitive Groups,35.11,94.26,38.69,Optimal,6.39,5.27
2026-03-28,SN-016,Davao del Sur,7.15227,125.47642,3331.25,248.91,99.54,91.33,23.79,115,Unhealthy for Sensitive Groups,34.1,49.03,45.23,Wet,8.14,4.97
2026-03-28,SN-017,Zamboanga del Sur,7.86636,123.42655,683.37,44.88,211.84,104.33,70.11,107,Unhealthy for Sensitive Groups,34.34,41.35,10.06,Dry,7.29,74.07
2026-03-28,SN-018,Misamis Oriental,8.50377,124.61878,710.8,49.51,176.48,23.85,80.46,82,Moderate,25.33,94.45,31.5,Optimal,6.48,41.99
2026-03-28,SN-019,Davao del Sur,7.28627,125.36913,1388.57,244.48,146.4,66.7,24.78,120,Unhealthy for Sensitive Groups,24.56,70.24,18.7,Dry,8.02,57.64
2026-03-28,SN-020,Davao del Sur,7.27648,125.39227,3090.93,126.94,5.19,17.19,82.19,57,Moderate,34.26,76.3,38.05,Optimal,7.95,83.78
2026-03-29,SN-001,Batangas,13.77241,121.02809,1513.75,180.96,36.44,62.46,120.77,100,Moderate,21.23,83.24,34.01,Optimal,7.4,48.18
2026-03-29,SN-002,Metro Manila,14.56538,120.92161,1486.88,215.25,89.91,144.95,10.57,115,Unhealthy for Sensitive Groups,25.48,91.89,25.93,Optimal,6.54,35.15
2026-03-29,SN-003,Pampanga,15.1761,120.59747,2355.87,207.27,192.39,81.53,34.83,129,Unhealthy for Sensitive Groups,33.2,98.56,32.42,Optimal,8.4,32.08
2026-03-29,SN-004,Bulacan,14.84333,120.84052,2016.01,144.72,234.06,118.95,9.34,126,Unhealthy for Sensitive Groups,30.96,42.13,58.43,Wet,7.84,78.01
2026-03-29,SN-005,Pampanga,15.16884,120.55406,4631.58,8.0,191.64,164.62,81.53,111,Unhealthy for Sensitive Groups,39.29,71.29,33.51,Optimal,6.25,65.67
2026-03-29,SN-006,Pampanga,15.15867,120.53867,1212.68,165.33,89.65,115.91,69.8,110,Unhealthy for Sensitive Groups,35.97,75.19,36.36,Optimal,7.06,34.73
2026-03-29,SN-007,Pampanga,15.16475,120.66711,1869.99,15.43,80.04,144.23,145.75,96,Moderate,31.58,90.37,42.67,Wet,6.03,11.73
2026-03-29,SN-008,Leyte,11.04576,124.75037,4776.44,246.97,233.92,121.05,107.21,177,Unhealthy,39.44,97.2,58.46,Wet,6.25,89.5
2026-03-29,SN-009,Leyte,10.9368,124.89435,1013.07,81.19,22.18,183.91,35.82,80,Moderate,32.47,54.05,35.88,Optimal,6.25,43.64
2026-03-29,SN-010,Cebu,10.28412,123.80402,1400.78,1.77,62.24,97.27,70.53,57,Moderate,24.58,83.87,59.98,Wet,7.39,50.34
2026-03-29,SN-011,Iloilo,10.63519,122.61273,3554.85,29.33,229.02,131.26,142.44,133,Unhealthy for Sensitive Groups,31.08,43.99,32.67,Optimal,6.39,42.11
2026-03-29,SN-012,Cebu,10.34147,123.88109,1097.06,130.4,199.1,77.53,47.4,113,Unhealthy for Sensitive Groups,39.47,40.29,36.79,Optimal,7.68,38.91
2026-03-29,SN-013,Leyte,11.04218,124.81838,2322.69,113.5,103.14,12.57,84.81,78,Moderate,35.87,99.05,11.72,Dry,7.16,58.87
2026-03-29,SN-014,Iloilo,10.65425,122.63047,4235.03,59.61,182.5,97.57,75.59,103,Unhealthy for Sensitive Groups,29.52,59.39,19.3,Dry,7.82,42.08
2026-03-29,SN-015,Misamis Oriental,8.42668,124.57912,1354.73,200.62,185.97,116.49,63.88,141,Unhealthy for Sensitive Groups,24.58,59.91,43.29,Wet,6.82,0.09
2026-03-29,SN-016,Davao del Sur,7.15227,125.47642,2914.26,224.61,170.72,14.5,25.72,108,Unhealthy for Sensitive Groups,39.78,66.88,50.43,Wet,7.22,96.35
2026-03-29,SN-017,Zamboanga del Sur,7.86636,123.42655,3898.91,3.01,93.12,60.76,105.6,65,Moderate,30.68,96.62,10.29,Dry,7.17,83.87
2026-03-29,SN-018,Misamis Oriental,8.50377,124.61878,1198.31,42.64,221.95,54.4,28.08,86,Moderate,33.95,40.05,55.08,Wet,6.34,91.41
2026-03-29,SN-019,Davao del Sur,7.28627,125.36913,1232.19,194.98,179.23,157.72,23.43,138,Unhealthy for Sensitive Groups,32.08,96.38,51.72,Wet,7.7,36.88
2026-03-29,SN-020,Davao del Sur,7.27648,125.39227,4170.64,220.02,17.53,47.08,99.58,96,Moderate,35.38,99.56,5.05,Dry,7.04,62.38
2026-03-30,SN-001,Batangas,13.77241,121.02809,1320.19,148.25,268.3,12.87,144.33,143,Unhealthy for Sensitive Groups,33.69,99.73,30.69,Optimal,6.92,80.55
2026-03-30,SN-002,Metro Manila,14.56538,120.92161,641.5,195.17,92.32,35.22,109.83,108,Unhealthy for Sensitive Groups,20.04,53.79,26.37,Optimal,7.96,66.37
2026-03-30,SN-003,Pampanga,15.1761,120.59747,2821.66,172.99,192.83,153.33,134.65,163,Unhealthy,20.62,92.11,8.55,Dry,6.21,14.92
2026-03-30,SN-004,Bulacan,14.84333,120.84052,1459.81,170.74,3.79,131.48,54.91,90,Moderate,20.52,71.41,57.35,Wet,6.41,48.8
2026-03-30,SN-005,Pampanga,15.16884,120.55406,4160.02,49.99,208.8,126.56,84.03,117,Unhealthy for Sensitive Groups,39.51,65.33,25.02,Optimal,6.99,67.33
2026-03-30,SN-006,Pampanga,15.15867,120.53867,4510.99,176.65,49.69,113.82,61.3,100,Moderate,31.2,74.6,18.34,Dry,7.42,37.28
2026-03-30,SN-007,Pampanga,15.16475,120.66711,4974.5,110.37,274.47,102.08,79.95,141,Unhealthy for Sensitive Groups,38.28,88.74,5.7,Dry,6.84,61.7
2026-03-30,SN-008,Leyte,11.04576,124.75037,4074.36,18.15,82.84,108.98,119.87,82,Moderate,39.47,66.07,26.35,Optimal,7.63,65.91
2026-03-30,SN-009,Leyte,10.9368,124.89435,1524.2,150.16,249.52,95.64,61.01,139,Unhealthy for Sensitive Groups,29.72,43.07,36.89,Optimal,6.61,44.99
2026-03-30,SN-010,Cebu,10.28412,123.80402,3278.18,232.99,103.22,39.12,81.45,114,Unhealthy for Sensitive Groups,39.64,54.16,41.2,Wet,6.46,30.57
2026-03-30,SN-011,Iloilo,10.63519,122.61273,4792.99,84.45,57.68,73.14,77.18,73,Moderate,20.29,41.32,50.29,Wet,6.89,29.64
2026-03-30,SN-012,Cebu,10.34147,123.88109,3586.17,25.98,73.75,134.73,122.16,89,Moderate,23.73,89.75,19.38,Dry,7.42,87.11
2026-03-30,SN-013,Leyte,11.04218,124.81838,1259.42,172.14,83.86,124.31,85.41,116,Unhealthy for Sensitive Groups,21.91,51.93,49.82,Wet,6.25,47.39
2026-03-30,SN-014,Iloilo,10.65425,122.63047,4825.29,25.98,185.92,179.5,26.21,104,Unhealthy for Sensitive Groups,28.53,42.28,30.95,Optimal,7.41,1.08
2026-03-30,SN-015,Misamis Oriental,8.42668,124.57912,3519.9,108.45,33.09,104.82,67.24,78,Moderate,21.41,51.11,21.33,Optimal,7.94,32.66
2026-03-30,SN-016,Davao del Sur,7.15227,125.47642,1184.93,247.96,174.33,30.41,120.18,143,Unhealthy for Sensitive Groups,30.77,94.95,16.19,Dry,7.24,16.37
2026-03-30,SN-017,Zamboanga del Sur,7.86636,123.42655,3747.26,218.43,254.62,50.05,91.26,153,Unhealthy,33.75,88.65,26.55,Optimal,7.65,21.93
2026-03-30,SN-018,Misamis Oriental,8.50377,124.61878,1656.54,68.88,168.71,29.28,13.26,70,Moderate,35.78,79.79,37.41,Optimal,8.35,31.83
2026-03-30,SN-019,Davao del Sur,7.28627,125.36913,2362.51,184.74,35.8,90.75,31.85,85,Moderate,38.46,99.76,14.84,Dry,7.13,15.83
2026-03-30,SN-020,Davao del Sur,7.27648,125.39227,3575.72,133.86,72.27,0.76,84.19,72,Moderate,34.93,43.09,46.33,Wet,7.17,50.27
